ダウンロード実行日,2017年08月21日現在,件数,9742件,,,,,,,,
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
E04647,内国法人・組合,非上場,無,1711,1月31日,株式会社福岡カンツリー倶楽部,"FUKUOKA COUNTRY CLUB CO,LTD",カブシキガイシャフクオカカンツリークラブ,福岡市東区大字上和白１３１８番地の１,サービス業,
E04648,内国法人・組合,非上場,無,450,9月30日,呉羽観光株式会社,"kureha sightseeing co.,ltd",クレハカンコウカブシキガイシャ,富山市三熊１９番地２号,サービス業,
E31279,個人（組合発行者を除く）,,,,,松屋取引先持株会　理事長　中西一晃,,マツヤトリヒキサキモチカブカイ　リジチョウ　ナカニシカズアキ,,個人（組合発行者を除く）,
E04649,内国法人・組合,非上場,無,75,12月31日,広島ゴルフ観光株式会社,Hiroshima Tourist and Golfing Incorporated,ヒロシマゴルフカンコウカブシキガイシャ,広島市佐伯区三宅町１０５０番地,サービス業,
E04650,内国法人・組合,非上場,無,798,3月31日,株式会社小倉カンツリー倶楽部,"kokura country club co, ltd",カブシキガイシャコクラカンツリークラブ,北九州市小倉南区西貫二丁目一番一号,サービス業,
E31285,個人（組合発行者を除く）,,,,,米山　貞子,,ヨネヤマ　サダコ,,個人（組合発行者を除く）,
E31286,個人（組合発行者を除く）,,,,,米山　大介,,ヨネヤマ　ダイスケ,,個人（組合発行者を除く）,
E31287,個人（組合発行者を除く）,,,,,広瀬　信,,ヒロセ　マコト,,個人（組合発行者を除く）,
E04651,内国法人・組合,非上場,無,95,4月30日,株式会社中山カントリークラブ,,カブシキガイシャナカヤマカントリークラブ,千代田区神田錦町３丁目１３番地７,サービス業,
E31290,個人（組合発行者を除く）,,,,,青野　玄,,アオノ　タカシ,,個人（組合発行者を除く）,
E04652,内国法人・組合,非上場,無,353,12月31日,松山観光ゴルフ株式会社,,マツヤマカンコウゴルフカブシキガイシャ,東温市松瀬川乙９９７,サービス業,
E04654,内国法人・組合,非上場,無,100,10月31日,株式会社三好ゴルフ倶楽部,,カブシキガイシャミヨシゴルフクラブ,みよし市黒笹町三ヶ峯１２７１番地,サービス業,
E04655,内国法人・組合,非上場,無,315,3月31日,南国産業開発株式会社,,ナンゴクサンギョウカイハツカブシキガイシャ,鹿児島市吉野町６７６９番地,サービス業,
E31297,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,アイルコンサルティング,,アイルコンサルティング,シンガポール　オーチャードロード３５０　ショーハウス　２１－０７,外国法人・組合（有価証券報告書等の提出義務者以外）,
E31298,個人（組合発行者を除く）,,,,,谷口　洋子,,タニグチ　ヨウコ,,個人（組合発行者を除く）,
E04656,内国法人・組合,非上場,無,300,8月31日,鳴門ゴルフ株式会社,,ナルトゴルフカブシキガイシャ,鳴門市瀬戸町北泊字北泊５２９－１,サービス業,
E31300,個人（組合発行者を除く）,,,,,オータケ持株会　理事長　長田行雄,,オサダ　ユキオ,,個人（組合発行者を除く）,
E31301,個人（組合発行者を除く）,,,,,谷　好通,,タニ　ヨシミチ,,個人（組合発行者を除く）,
E31302,個人（組合発行者を除く）,,,,,畠中　修,,ハタケナカ　オサム,,個人（組合発行者を除く）,
E31303,個人（組合発行者を除く）,,,,,鈴置　力親,,スズオキ　チカシ,,個人（組合発行者を除く）,
E04657,内国法人・組合,非上場,無,493,3月31日,遠州開発株式会社,"Ensyukaihatsu Co., Ltd.",エンシュウカイハツカブシキガイシャ,浜松市天竜区渡ヶ島２０番地の６,サービス業,
E04658,内国法人・組合,非上場,無,922,12月31日,株式会社　表蔵王国際ゴルフクラブ,,カブシキガイシャ　オモテザオウコクサイゴルフクラブ,柴田郡柴田町大字船迫字日光４８,サービス業,
E31307,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,ヒューレット・パッカード・オートノミー・エルエルシー,,ヒューレット　パッカード　オートノミー　エルエルシー,アメリカ合衆国デラウェア州１９８０１、ニューキャッスル・カウンティ、ウィルミントン、オレンジ・ストリート１２０９,外国法人・組合（有価証券報告書等の提出義務者以外）,
E31308,個人（組合発行者を除く）,,,,,大瀧　光夫,,オオタキ　ミツオ,,個人（組合発行者を除く）,
E31311,個人（組合発行者を除く）,,,,,水嶋　浩雅,,ミズシマ　ヒロマサ,,個人（組合発行者を除く）,
E31312,個人（組合発行者を除く）,,,,,森　豊,,モリ　ユタカ,,個人（組合発行者を除く）,
E31313,個人（組合発行者を除く）,,,,,森　洋子,,モリ　ヨウコ,,個人（組合発行者を除く）,
E31314,個人（組合発行者を除く）,,,,,寺山　薫,,テラヤマ　カオル,,個人（組合発行者を除く）,
E31315,個人（組合発行者を除く）,,,,,森　亮,,モリ　アキラ,,個人（組合発行者を除く）,
E04661,内国法人・組合,非上場,無,295,3月31日,美々津観光開発株式会社,"MIMITSU KANKO KAIHATSU CO.,LTD.",ミミツカンコウカイハツカブシキガイシャ,日向市東郷町山陰甲４１７番地９４,サービス業,
E31317,外国法人・組合（有価証券報告書等の提出義務者以外）,,,2,,ヒューレット・パッカード・ヴィジョンＩＩＩ・ビー・ヴィ,,ヒューレット　パッカード　ヴィジョンスリー　ビー　ヴィ,オランダ王国アムステルヴェーン１１８７ＸＲ、スタルトバーン１６,外国法人・組合（有価証券報告書等の提出義務者以外）,
E31318,個人（組合発行者を除く）,,,,,オータケ持株会　理事長　小澤秀機,,オザワ　ヒデキ,,個人（組合発行者を除く）,
E31320,個人（組合発行者を除く）,,,,,吉原　知紀,,ヨシハラ　トモキ,,個人（組合発行者を除く）,
E04663,内国法人・組合,非上場,無,207,12月末日,株式会社旭川国際ゴルフ場,"ASAHIGAWA KOKUSAI GOLF Co., Ltd.",カブシキガイシャアサヒカワコクサイゴルフジョウ,旭川市５条通１０丁目２２３３番地の１３,サービス業,
E31330,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,ＥＣＭ　マスター　ファンド　ＳＰＶ　１,,イーシーエム　マスター　ファンド　エスピーブイ　ワン,ケイマン諸島、グランド・ケイマンＫＹ１－１１１１、クリケット・スクエア、ハッチンズ・ドライブ、私書箱２６８１、コーダン・トラスト・カンパニー（ケイマン）リミテッド気付,外国法人・組合（有価証券報告書等の提出義務者以外）,
E04664,内国法人・組合,非上場,無,81,6月30日,瀬戸内開発株式会社,"Setouchi Kaihatsu Co.,Ltd.",セトウチカイハツカブシキガイシャ,三原市沼田東町釜山３４５番地の６,サービス業,
E04666,内国法人・組合,非上場,無,93,3月31日,福山観光開発株式会社,"FUKUYAMA KANKOKAIHATSU CO.,LTD.",フクヤマカンコウカイハツカブシキガイシャ,福山市神辺町東中条４９８番地,サービス業,
E31333,個人（組合発行者を除く）,,,,,大槻　保人,,オオツキ　ヤスト,,個人（組合発行者を除く）,
E04667,内国法人・組合,非上場,無,180,9月30日,道後観光ゴルフ株式会社,"DOGO KANKO GOLF CO.,LTD.",ドウゴカンコウゴルフカブシキガイシャ,松山市下伊台町乙１１５番地,サービス業,
E04668,内国法人・組合,非上場,無,905,1月31日,株式会社富山ゴルフ,,カブシキガイシャトヤマゴルフ,富山市万願寺１の１６６番地,サービス業,
E31337,個人（組合発行者を除く）,,,,,三宅　登,,ミヤケ　ノボル,,個人（組合発行者を除く）,
E31338,個人（組合発行者を除く）,,,,,寺田　健彦,,テラダ　タケヒコ,,個人（組合発行者を除く）,
E31339,個人（組合発行者を除く）,,,,,関本　晃靖,,セキモト　テルヤス,,個人（組合発行者を除く）,
E31341,個人（組合発行者を除く）,,,,,賀来　聡介,,カク　トシユキ,,個人（組合発行者を除く）,
E04669,内国法人・組合,非上場,無,474,12月31日,株式会社　秋田椿台ゴルフクラブ,Corporation Akita Tubakidai Golf Club,カブシキガイシャ　アキタツバキダイゴルフクラブ,秋田市山王臨海町１番１号,サービス業,
E04670,内国法人・組合,非上場,無,957,12月31日,魚津観光開発株式会社,"UOZU KANKO KAIHATSU CO.,LTD.",ウオヅカンコウカイハツカブシキガイシャ,魚津市小川寺１００４番地,サービス業,
E04671,内国法人・組合,非上場,無,100,1月31日,株式会社可児ゴルフ倶楽部,"KANIGOLFCLUB CO.,LTD.",カブシキガイシャカニゴルフクラブ,可児市久々利向平２２１番地の２,サービス業,
E31346,個人（組合発行者を除く）,,,,,坂口　直大,,サカグチ　ナオヒロ,,個人（組合発行者を除く）,
E04672,内国法人・組合,非上場,無,80,1月31日,備後観光開発株式会社,bingo tourist enterprise co..ltd.,ビンゴカンコウカイハツ　カブシキカイシャ,世羅郡世羅町大字小世良１０６９１番地１５,サービス業,
E31350,個人（組合発行者を除く）,,,,,石井　見紀,,イシイ　ミノリ,,個人（組合発行者を除く）,
E31352,個人（組合発行者を除く）,,,,,石川　吉之助,,イシカワ　ヨシノスケ,,個人（組合発行者を除く）,
E04673,内国法人・組合,非上場,無,1800,12月31日,株式会社宍戸国際ゴルフ倶楽部,"Shishido Golf Club Co., Ltd.",カブシキガイシャシシドコクサイゴルフクラブ,港区虎ノ門三丁目７番７号,サービス業,
E31356,個人（組合発行者を除く）,,,,,豊﨑　修,,トヨサキ　オサム,,個人（組合発行者を除く）,
E04674,内国法人・組合,非上場,無,1699,12月31日,株式会社小樽ゴルフ場,"OTARU GOLF LINKS CO.,LTD.",カブシキカイシャオタルゴルフジョウ,小樽市銭函３丁目７３番地,サービス業,
E31358,個人（組合発行者を除く）,,,,,清野　伸一,,キヨノ　シンイチ,,個人（組合発行者を除く）,
E04675,内国法人・組合,非上場,無,997,8月31日,菊陽緑化興産株式会社,"kikuyoryokukakosanco,ltd.",キクヨウリョクカコウサンカブシキガイシャ,菊池郡菊陽町曲手８３８番地,サービス業,
E04676,内国法人・組合,非上場,無,1434,1月31日,三原京覧開発　株式会社,,ミハラキョウランカイハツカブシキガイシャ,三原市長谷町２９１番地,サービス業,
E04677,内国法人・組合,非上場,無,96,8月31日,御調観光開発株式会社,"MITSUKI KANKOKAIHATSU CO.,LTD.",ミツギカンコウカイハツカブシキガイシャ,三原市久井町坂井原絹掛７５５番地,サービス業,
E31368,個人（組合発行者を除く）,,,,,山川　義介,,ヤマカワ　ヨシスケ,,個人（組合発行者を除く）,
E31369,個人（組合発行者を除く）,,,,,上村　崇,,ウエムラ　タカシ,,個人（組合発行者を除く）,
E31378,外国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,Ｔｅｍｐｅｒｅｄ　Ｉｎｖｅｓｔｍｅｎｔ　Ｍａｎａｇｅｍｅｎｔ　ＬＴＤ．,,テンパードインベストメンントマネジメントリミテッド,１４３１　Ｂｒａｍｗｅｌｌ　Ｒｏａｄ，　Ｗｅｓｔ　Ｖａｎｃｏｕｖｅｒ，　ＢＣ．，　Ｃａｎａｄａ,外国法人・組合（有価証券報告書等の提出義務者以外）,
